{'corrected_tags': 'B-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429939779.0	['pl', 'launched', 'person', 'finder', 'instance', 'help', 'track', 'missing', 'persons', 'http']
1429939787.0	['india', 'lend', 'full', 'support', 'nepal', 'says', 'home', 'minister', 'rajnath', 'singh']
1429939813.0	['rescue', 'first', 'amp', 'relief', 'later', 'amp', 'india', 'earthquake']
1429939816.0	['caritas', 'nepal', 'staff', 'rushing', 'respond', 'strong', 'earthquake', 'quake', 'measured', 'caritas', 'nepal']
1429939844.0	['il', '76', 'iaf', 'wl', 'leave', '1800', 'hr', 'kathmandu', 'bhatinda', 'carrying', 'ndrf', 'team']
1429939846.0	['cogent', 'advisory', 'flights', 'kathmandu', 'put', 'hold', 'domestic', 'airlines', 'today', 'put', 'hold', 'services', 'nepal', 'ca']
1429939862.0	['google', 'india', 'launched', 'person', 'finder', 'instance', 'help', 'track', 'missing', 'persons', 'earthquake', 'http']
1429939881.0	['huge', 'relief', 'talked', 'family', 'relatives', 'still', 'saddened', 'news', 'death', 'toll']
1429939882.0	['first', 'relief', 'plane', 'leaves', 'kathmandu', 'delhi', '40', 'national', 'disaster', 'response', 'force', 'personnel', 'tonnes', 'medical']
1429939890.0	['flights', 'kathmandu', 'put', 'hold', 'domestic', 'airlines', 'today', 'put', 'hold', 'services', 'nepal', 'capital', 'kathman']
1429939891.0	['nepal', 'earthquake', '130j', 'superhercules', 'aircraft', 'iaf', 'takes', 'hindon', 'ndrf', 'teams', 'bound', 'kathmandu']
1429939896.0	['alert', 'kathmandu', 'airport', 'shut', 'post', 'earthquake', 'flights', 'diverted', 'india', 'pic', 'reuters']
{'corrected_tags': 'B-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429939903.0	['people', 'finder', 'help']
1429939906.0	['destroyed', 'heritage']
1429939914.0	['cogent', 'advisory', 'kathmandu', 'airport', 'shut', 'flights', 'india', 'cancelled']
1429939917.0	['nepal', 'earthquake', '130j', 'superhercules', 'aircraft', 'iaf', 'takes', 'hindon', 'ndrf', 'teams', 'bound', 'kathmandu']
1429939918.0	['live', 'updates', 'indian', 'flights', 'kathmandu', 'put', 'hold']
1429939918.0	['kathmandu', 'airport', 'shut', 'flights', 'india', 'cancelled']
1429939920.0	['timesnow', 'nepal', 'earthquake', '130j', 'superhercules', 'aircraft', 'iaf', 'takes', 'hindon', 'ndrf', 'teams', 'bound', 'kathmandu']
1429939934.0	['heavy', 'lift', 'aircrafts', 'carry', 'relief', 'material', 'toll', 'reaches', '449']
1429939972.0	['huge', 'relief', 'talked', 'family', 'relatives', 'still', 'saddened', 'news', 'death', 'toll']
1429939974.0	['crisis', 'period', 'know', 'stand', 'responsible', 'nation', '1st', 'relief', 'plane', 'india', 'already', 'landed', 'nepal']
1429939975.0	['buildings', 'damaged']
1429939982.0	['cogent', 'advisory', 'kathmandu', 'airport', 'shut', 'flights', 'india', 'cancelled']
1429940008.0	['buildings', 'roads', 'major', 'earthquake', 'hits', 'nepal', 'earthquake', 'cnn', 'ibn', 'reports']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429940073.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940088.0	['mr', 'modi', 'sending', 'relief', 'teams', 'nepal', 'amp', 'mumbai', 'intern', 'lord', 'us']
1429940088.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940090.0	['earthquake', 'many', 'buildings', 'fallen', 'via']
1429940121.0	['buildings', 'damaged']
1429940121.0	['buildings', 'collapse', 'nepal', 'capital', 'quake', 'witnesses']
1429940131.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940135.0	['quake', 'official', 'reports', 'damage', 'injuries', 'buildings', 'reportedly', 'collapsed']
1429940136.0	['one', '17', 'globemaster', 'iii', 'fly', 'hindan', 'kathmandu', 'carrying', 'rapid', 'reaction', 'aero', 'medical', 'team']
1429940142.0	['massive', 'earthquake', 'kills', '440', 'demolishes', 'buildings', 'nepal', 'video', 'sputnik', 'international']
1429940162.0	['please', 'stay', 'well', 'away', 'buildings', 'bridges', 'lamp', 'posts', 'hoardings', 'move', 'open', 'space', 'http']
1429940187.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'via']
1429940188.0	['asiaclassifiedtoday', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'new', 'york', 'tim']
1429940188.0	['official', 'know', 'rescue', 'teams', 'india', 'reached', 'nepal', 'rss', 'far', 'behind', 'complain']
1429940188.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940190.0	['also', 'hit', 'hard', 'china', 'daily', 'reports', '70', 'buildings', 'nyalam', 'county', 'damaged', 'foreign', 'press', 'barred']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429940195.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940197.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940197.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940198.0	['yemen', 'deploys', 'transport', 'aircraft', 'rapidly', 'assist', 'relief', 'measures', 'deadly', 'great', 'work']
1429940198.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940200.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940204.0	['earthquake', 'nepal', 'kills', 'hundreds', 'destroys', 'buildings']
1429940246.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940247.0	['amazing', 'response', 'ndrf', 'get', 'airborne', 'relief', 'teams', 'materials', 'kathmandu', 'within', '45', 'minutes', 'direction']
1429940250.0	['kills', 'hundreds', 'levels', 'buildings']
1429940254.0	['news', 'bangladesh', 'buildings', 'getting', 'wobbly']
1429940258.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940261.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940266.0	['nyt', 'gt', 'world', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'nyt', 'gt', 'world', 'world', 'earthquake']
1429940272.0	['magnitude', 'earthquake', 'nepal', 'collapses', 'buildings']
1429940292.0	['effective', 'leadership', 'shown', 'pm', 'nepal', 'calamity', 'need', 'fast', 'relief', 'work']
1429940297.0	['timesnow', 'nepal', 'earthquake', '130j', 'superhercules', 'aircraft', 'iaf', 'takes', 'hindon', 'ndrf', 'teams', 'bound', 'kathmandu']
1429940302.0	['please', 'assist', 'efforts']
1429940306.0	['varanasi', 'airport', 'ceiling', 'gets', 'minor', 'cracks', 'two', 'kathmandu', 'bound', 'planes', 'called', 'times', 'india']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429940317.0	['earthquake', 'kills', 'hundreds', 'levels', 'buildings']
1429940321.0	['pm', 'orders', 'immediate', 'dispatch', 'relief', 'medical', 'teams', 'nepal', 'directs', 'evacuation', 'indian', 'tourists']
1429940356.0	['witnesses', 'buildings', 'collapse', 'nepal', 'capital', 'quake']
1429940356.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940361.0	['nepal', 'earthquake', 'also', 'toppled', 'buildings', 'tibet', 'chinese', 'state', 'media', 'reports', 'word', 'casualties']
1429940362.0	['massive', 'earthquake', 'flights', 'kathmandu', 'put', 'hold']
1429940371.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940374.0	['person', 'finder', 'launched', 'google', 'india']
1429940377.0	['dozens', 'trapped', 'inside', 'collapsed', 'tower', 'local', 'media']
1429940380.0	['19th', 'century', 'tower', 'collapses', 'capital', 'quake', 'police', 'cordon', 'area', 'reuters']
1429940388.0	['kathmandu', 'airport', 'shut', 'flights', 'india', 'cancelled']
1429940395.0	['earthquake', 'magnitude', 'hits', 'nepal', 'reports', 'buildings', 'collapsed']
1429940421.0	['bodies', 'removed', 'kathmandu', 'historic', 'dharahara', 'tower', 'collapses', 'earthquake', 'http']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429940438.0	['iconic', 'dharahara', 'tower', 'quake', 'nepal', 'image', 'courtesy', 'twitter', 'shallow', 'earthquake', 'measuring']
1429940440.0	['google', 'sets', 'person', 'finder', 'nepal', 'earthquake', 'spread', 'word']
1429940459.0	['update', 'reuters', 'buildings', 'collapsed', 'nepali', 'capital', 'magnitude', 'earthquake', 'hits']
1429940459.0	['historic', 'tower', 'reduced', 'rubble']
1429940478.0	['google', 'person', 'finder', 'nepal']
1429940479.0	['buildings', 'collapse', 'nepal', 'capital', 'earthquake', 'witnesses']
1429940479.0	['weve', 'launched', 'person', 'finder', 'instance', 'help', 'track', 'missing', 'persons', 'earthquake', 'gt']
1429940482.0	['earthquake', 'update', 'india', 'sends', 'medicines', 'blanket', 'amp', 'relief', 'materials', 'nepal']
1429940482.0	['pm', 'modi', 'supervising', 'relief', 'operation', 'india', 'nepal']
1429940482.0	['google', 'sets', 'person', 'finder', 'nepal', 'earthquake', 'spread', 'word']
1429940489.0	['pics', 'buildings', 'damaged', 'nepal', 'massive', 'earthquake']
1429940490.0	['kathmandu', 'landmark', 'dharahara', 'tower', 'collapses', 'quake', 'witnesses']
1429940499.0	['update', 'magnitude', 'earthquake', 'rocks', 'nepal', 'reportedly', 'bringing', 'buildings']
1429940500.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940504.0	['historic', '19th', 'century', 'tower', 'collapses', 'kathmandu', 'darbar', 'area']
1429940514.0	['historic', 'tower', 'dating', 'back', '1832', 'reportedly', 'collapses']
1429940537.0	['flights', 'kathmandu', 'put', 'hold']
1429940538.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940541.0	['witnesses', 'buildings', 'collapse', 'nepal', 'capital', 'quake', 'gopal', 'sharma', 'ross', 'adkin', 'kathmandu']
1429940542.0	['kathmandu', 'earthquake', 'leaves', 'buildings', 'ruins', 'death', 'toll', 'rises', 'video']
1429940545.0	['helpful', 'control', 'numbers']
1429940546.0	['historical', 'dharahara', 'tower', '1832', 'built', 'prime', 'minister', 'bhimsen', 'thapa', 'collapsed', 'due']
1429940548.0	['india', 'rush', 'relief', 'team', 'nepal', 'assist', 'earthquake', 'relief', 'reports', 'times']
1429940552.0	['flights', 'kathmandu', 'put', 'hold']
1429940556.0	['live', 'second', 'nepal', 'affects', 'mobile', 'services', 'buildings', 'evacuated', 'varanasi', 'http']
1429940558.0	['earthquakes', 'no1', 'fatality', 'cause', 'trauma', 'collapsed', 'buildings', 'vulnerable', 'elderly', 'amp', 'chil']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429940559.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940567.0	['photo', 'buildings', 'nepal', 'took', 'yrs', 'ago', 'looking', 'hard', 'believe', 'death', 'toll', 'higher']
1429940570.0	['earthquake', 'update', 'kathmandu', 'iconic', 'dharahara', 'tower', 'collapsed', 'several', 'feared', 'trapped']
1429940570.0	['earthquake', 'nepal', 'kills', 'hundreds', 'destroys', 'buildings']
1429940600.0	['flights', 'kathmandu', 'put', 'hold']
1429940600.0	['massive', 'tremblor', 'strikes', 'come', 'damages', 'relief', 'efforts']
1429940606.0	['google', 'launched', 'person', 'finder', 'instance', 'help', 'track', 'missing', 'persons', 'earthquake', 'gt']
1429940608.0	['dharara', 'tower', 'amp', 'earthquake']
1429940624.0	['25', 'kathmandu', 'international', 'airport', 'closed', 'buildings', 'collapsed', 'capital', 'nepal', 'earthquake', 'measuring', 'rs']
1429940626.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940629.0	['pm', 'personally', 'supervising', 'relief', 'operations', 'spoken', 'affected', 'states', 'cms', 'amp', 'nepal', 'pm', 'prez']
1429940636.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940657.0	['photo', 'buildings', 'nepal', 'took', 'yrs', 'ago', 'looking', 'hard', 'believe', 'death', 'toll', 'higher', 'http']
1429940659.0	['airport', 'kathmandu', 'shut', 'flights', 'diverted', 'india', 'flights', 'diverted', 'india', 'breaking']
1429940660.0	['earthquake', 'nepal', 'kills', 'hundreds', 'destroys', 'buildings']
1429940664.0	['weve', 'launched', 'person', 'finder', 'instance', 'help', 'track', 'missing', 'persons', 'earthquake', 'gt']
1429940666.0	['google', 'launched', 'person', 'finder', 'help', 'track', 'missing', 'persons']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429940680.0	['google', 'launched', 'person', 'finder', 'instance', 'help', 'track', 'missing', 'persons', 'earthquake', 'gt']
1429940681.0	['air', 'force', 'rapid', 'action', 'medical', 'team', 'nepal']
1429940682.0	['earthquake', 'nepal', 'kills', 'hundreds', 'destroys', 'buildings']
1429940683.0	['earthquake', 'nepal', 'kills', 'hundreds', 'destroys', 'buildings']
1429940687.0	['magnitude', 'temblor', 'hits', 'near', 'kathmandu', 'causing', 'walls', 'topple', 'buildings', 'collapse']
1429940690.0	['earthquake', 'update', 'india', 'sends', 'medicines', 'blanket', 'amp', 'relief', 'materials', 'nepal']
1429940694.0	['shakers', 'movers', 'il', '76', 'iaf', 'leave', '1800', 'hr', 'kathmandu', 'bhatinda', 'carrying', 'ndrf', 'teams', 'mod', 'spokesperson']
1429940704.0	['nepal', 'earthquake', 'topples', 'buildings', 'killing', '449', 'sky', 'news']
1429940720.0	['india', 'sends', 'medicines', 'blanket', 'amp', 'relief', 'materials', 'nepal', 'cnbc', 'awaaz']
1429940732.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940737.0	['bsgn', 'quake', 'aftermath', 'flights', 'kathmandu', 'hit', 'flight', 'services', 'kathmandu', 'today', 'cancelled', 'put', 'ho']
1429940782.0	['kathmandu', 'valley', 'devastated', 'huge', 'quake', 'lots', 'buildings', 'pall', 'dust', 'city']
1429940789.0	['historical', 'dharahara', 'tower', '1832', 'built', 'prime', 'minister', 'bhimsen', 'thapa', 'collapsed', 'due', 'http']
1429940793.0	['thinking', 'nepalese', 'kathmandu', 'earthquake', 'loss', 'life', 'amazing', 'old', 'buddhist', 'buildings', 'destroyed', 'buddhist', 'tenet', 'impermanence']
1429940794.0	['earthquake', 'nepal', 'kills', 'hundreds', 'destroys', 'buildings']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429940823.0	['google', 'launched', 'person', 'finder', 'page', '2015', 'nepal', 'earthquake']
1429940830.0	['video', 'hits', 'several', 'buildings', 'collapse', 'report', 'dozens', 'victims']
1429940844.0	['kathmandu', 'airport', 'shut', 'flights', 'india', 'cancelled', 'new', 'delhi', 'april', '25', 'ians', 'tribhuvan', 'international']
1429940849.0	['initial', 'pictures', 'show', 'major', 'damage', 'buildings', 'structures', 'via']
1429940854.0	['may', 'allah', 'help', 'dis', 'disastrous', 'event']
1429940878.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940888.0	['confirmed', 'kathmandu', 'airport', 'operational', 'partially', 'international', 'flights', 'taking', 'domestic', 'ops']
1429940912.0	['google', 'launched', 'person', 'finder', 'help', 'track', 'missing', 'persons']
1429940917.0	['kudos', 'ji', 'responded', 'quickly', 'sent', 'relief', 'materials', 'nepal', 'country', 'expects', 'amp', 'deserves', 'leadership']
1429940918.0	['breaking', 'strong', 'hits', 'shaking', 'buildings', 'capital', 'xinhua', 'reporters', 'asian', 'country', 'said']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429940969.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429940976.0	['confirmed', 'kathmandu', 'airport', 'operational', 'partially', 'international', 'flights', 'taking', 'domestic', 'ops']
1429940977.0	['flights', 'kathmandu', 'put', 'hold']
1429940978.0	['relay', 'indian', 'planes', 'go', 'back', 'speed', 'relief', 'rescue', 'operations']
1429940997.0	['earthquake', 'nepal', 'kills', 'hundreds', 'destroys', 'buildings']
1429941030.0	['historic', 'tower', 'collapses']
1429941031.0	['one', '17', 'globemaster', 'iii', 'fly', 'later', 'afternoon', 'hindan', 'kathmandu', 'carrying', 'rapid', 'reaction', 'aero', 'medical', 'team']
1429941033.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429941041.0	['one', '17', 'globemaster', 'iii', 'fly', 'later', 'afternoon', 'hindan', 'kathmandu', 'carrying', 'rapid', 'reaction', 'aero', 'medical', 'teamgoi']
1429941052.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'via']
1429941056.0	['earthquake', 'hits', 'nepal', 'parts', 'india', 'historic', 'buildings', 'razed', 'ground', 'cracked', 'loss', 'life', 'sad', 'day', 'indeed']
1429941057.0	['nyt', 'story', 'earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429941079.0	['flights', 'kathmandu', 'put', 'hold']
{'corrected_tags': 'I-infrastructure', 'event_type': 'infrastructure', 'event_id': 2, 'doc': 'NepalEQ'}
1429941093.0	['il', '76', 'iaf', 'leave', '1800', 'hr', 'kathmandu', 'bhatinda', 'carrying', 'ndrf', 'teams', 'mod', 'spokesperson']
1429941095.0	['earthquake', 'kills', '100s', 'amp', 'levels', 'buildings', 'sad', 'old', 'monuments', 'part', 'huge', 'damages', 'reported']
1429941098.0	['buildings', 'collapse', 'nepal', 'capital', 'quake']
1429941121.0	['earthquake', 'nepal', 'kills', 'hundreds', 'destroys', 'buildings']
1429941144.0	['bodies', 'seen', 'nepal', 'quake', 'topples', 'landmark', 'tower']
1429941148.0	['pictures', 'earthquake', 'nepal', 'demolishes', 'darahara', 'tower']
1429941153.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429941159.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings']
1429941160.0	['google', 'introduce', 'person', 'finder', 'nepal', 'earthquake', 'please', 'share', 'search']
1429941163.0	['magnitude', 'earthquake', 'rocks', 'nepal', 'leveling', 'buildings', 'causing', 'avalanche', 'mt', 'everest']
1429941170.0	['earthquake', 'nepal', 'kills', 'hundreds', 'levels', 'buildings', 'via']
1429941171.0	['dharahara', 'tower', 'history', 'earthquakes', 'nepal']
